,target
4831,85400
4832,100374
4833,101471
4834,101061
4835,242871
4836,208809
4837,154888
4838,151828
4839,151412
4840,207666
4841,70559
4842,67427
4843,69315
4844,70229
4845,70274
4846,69315
4847,70417
4848,70397
4849,97797
4850,70136
4851,84179
4852,83403
4853,83747
4854,108734
4855,91759
4856,102827
4857,91597
4858,116943
4859,95742
4860,91597
4861,117195
4862,97587
4863,82737
4864,119088
4865,118825
4866,137067
4867,144136
4868,119088
4869,93786
4870,117641
4871,142131
4872,95216
4873,75560
4874,101976
4875,110395
4876,110411
4877,92878
4878,92878
4879,144386
4880,93126
4881,109973
4882,110372
4883,105904
4884,92537
4885,92078
4886,110815
4887,92878
4888,92397
4889,110637
4890,162548
4891,111024
4892,106055
4893,145521
4894,93209
4895,110411
4896,88652
4897,91990
4898,88627
4899,92764
4900,74858
4901,75025
4902,74259
4903,64807
4904,85755
4905,109943
4906,134882
4907,108673
4908,134807
4909,134599
4910,108783
4911,109943
4912,110162
4913,109130
4914,129407
4915,99103
4916,132599
4917,107278
4918,137592
4919,106570
4920,14899
4921,14899
4922,103270
4923,85384
4924,103270
4925,91888
4926,51020
4927,51354
4928,51737
4929,82942
4930,99952
4931,84063
4932,122595
4933,123946
4934,51638
4935,57769
4936,57512
4937,57639
4938,71403
4939,71742
4940,50843
4941,58110
4942,85716
4943,98510
4944,60596
4945,99877
4946,63587
4947,79381
4948,64146
4949,79027
4950,63994
4951,63819
4952,79560
4953,60596
4954,58418
4955,75577
4956,75096
4957,95270
4958,136353
4959,155694
4960,170360
4961,148311
4962,171053
4963,137886
4964,137688
4965,592929
4966,258759
4967,257649
4968,256766
4969,344626
4970,343985
4971,345351
4972,255170
4973,345351
4974,596878
4975,347570
4976,264130
4977,257569
4978,258246
4979,343152
4980,248406
4981,348018
4982,345110
4983,589313
4984,345446
4985,291698
4986,223945
4987,335540
4988,397939
4989,222851
4990,329060
4991,224834
4992,223703
4993,232980
4994,230932
4995,231271
4996,230932
4997,232980
4998,229660
4999,272638
5000,259561
5001,201241
5002,210431
5003,198922
5004,273384
5005,208823
5006,535259
5007,444342
5008,437086
5009,725373
5010,236335
5011,560880
5012,237536
5013,725373
5014,302431
5015,500657
5016,242433
5017,528060
5018,316600
5019,316026
5020,314566
5021,534181
5022,324961
5023,327897
5024,707434
5025,598364
5026,371037
5027,261030
5028,500572
5029,355473
5030,358736
5031,371037
5032,358736
5033,373997
5034,377409
5035,259848
5036,207082
5037,209169
5038,164397
5039,239051
5040,148905
5041,190699
5042,353643
5043,174735
5044,182698
5045,173538
5046,138007
5047,139675
5048,144836
5049,141387
5050,127087
5051,253517
5052,180587
5053,174565
5054,188534
5055,51223
5056,44417
5057,39050
5058,40278
5059,218619
5060,272446
5061,217317
5062,195815
5063,391087
5064,203350
5065,314096
5066,302799
5067,219404
5068,344772
5069,219599
5070,303123
5071,74791
5072,44765
5073,65640
5074,66767
5075,45951
5076,83353
5077,45779
5078,45663
5079,83102
5080,84366
5081,66753
5082,46012
5083,84424
5084,302048
5085,300033
5086,212831
5087,212831
5088,217307
5089,220221
5090,215935
5091,288675
5092,333874
5093,216858
5094,215583
5095,218132
5096,217183
5097,286500
5098,190510
5099,188444
5100,188444
5101,188932
5102,462288
5103,441690
5104,181799
5105,182881
5106,244916
5107,244160
5108,246687
5109,181940
5110,195107
5111,89472
5112,90712
5113,98156
5114,44184
5115,44184
5116,75948
5117,77062
5118,79422
5119,65050
5120,130177
5121,68663
5122,96619
5123,96272
5124,98310
5125,112524
5126,35770
5127,53109
5128,66275
5129,74194
5130,78306
5131,76601
5132,75970
5133,83845
5134,74423
5135,59299
5136,60483
5137,60761
5138,51845
5139,50262
5140,51611
5141,51581
5142,60765
5143,51537
5144,50262
5145,68450
5146,145055
5147,144174
5148,137007
5149,142190
5150,144500
5151,137007
5152,143090
5153,120456
5154,137007
5155,143733
5156,144786
5157,120130
5158,145074
5159,143637
5160,142190
5161,106231
5162,132931
5163,111690
5164,101626
5165,76537
5166,101626
5167,79048
5168,79090
5169,79090
5170,79090
5171,79451
5172,79110
5173,116470
5174,76660
5175,78448
5176,79698
5177,71782
5178,81706
5179,80755
5180,120589
5181,91250
5182,110641
5183,147981
5184,111896
5185,110819
5186,105878
5187,110652
5188,171330
5189,112520
5190,91205
5191,93992
5192,99465
5193,97029
5194,99697
5195,81974
5196,80021
5197,82719
5198,116660
5199,130613
5200,128486
5201,119891
5202,106700
5203,134929
5204,101561
5205,133545
5206,135433
5207,136384
5208,136384
5209,107426
5210,107537
5211,43003
5212,33479
5213,97063
5214,106379
5215,90465
5216,90555
5217,106086
5218,102157
5219,129395
5220,129817
5221,105991
5222,112260
5223,152555
5224,112270
5225,139518
5226,142585
5227,171497
5228,144381
5229,149037
5230,89222
5231,90317
5232,132714
5233,89937
5234,108791
5235,107658
5236,101747
5237,107321
5238,107641
5239,120361
5240,158074
5241,102952
5242,96480
5243,162552
5244,158529
5245,115387
5246,121278
5247,121557
5248,117824
5249,98960
5250,114216
5251,118477
5252,155475
5253,119445
5254,158529
5255,119926
5256,113116
5257,116419
5258,116489
5259,114483
5260,116419
5261,94380
5262,117147
5263,90027
5264,116905
5265,104008
5266,115930
5267,113116
5268,93359
5269,93669
5270,94535
5271,93669
5272,90027
5273,94535
5274,63880
5275,62850
5276,62850
5277,63880
5278,64261
5279,62850
5280,59017
5281,64219
5282,64109
5283,64433
5284,64105
5285,64093
5286,64109
5287,63234
5288,63834
5289,83476
5290,14708
5291,33529
5292,95096
5293,111087
5294,115782
5295,90382
5296,90382
5297,94901
5298,94143
5299,113222
5300,95499
5301,93889
5302,113714
5303,69999
5304,69084
5305,66658
5306,69863
5307,72424
5308,84794
5309,74614
5310,91247
5311,94375
5312,94283
5313,24891
5314,24866
5315,66709
5316,67278
5317,67278
5318,95515
5319,67461
5320,59564
5321,68342
5322,51444
5323,53032
5324,64729
5325,141161
5326,141766
5327,141842
5328,137367
5329,144639
5330,141740
5331,139991
5332,149401
5333,146085
5334,149468
5335,149120
5336,119503
5337,159434
5338,65608
5339,75019
5340,75181
5341,74324
5342,75330
5343,75326
5344,75266
5345,75533
5346,75743
5347,75181
5348,75142
5349,88855
5350,123149
5351,130014
5352,112052
5353,127605
5354,64143
5355,112187
5356,157844
5357,112003
5358,110815
5359,109415
5360,112003
5361,112196
5362,110551
5363,93846
5364,102988
5365,65770
5366,85429
5367,89632
5368,103952
5369,51432
5370,106896
5371,63720
5372,80519
5373,59132
5374,15872
5375,15647
5376,13433
5377,35248
5378,15261
5379,100151
5380,97898
5381,44807
5382,74229
5383,74549
5384,73999
5385,74629
5386,73013
5387,75899
5388,74233
5389,74085
5390,69468
5391,80805
5392,39723
5393,91733
5394,61496
5395,51729
5396,51729
5397,37786
5398,36744
5399,103033
5400,250544
5401,83614
5402,104451
5403,80418
5404,104775
5405,104859
5406,105378
5407,84277
5408,83168
5409,83875
5410,92377
5411,83875
5412,83875
5413,83160
5414,71945
5415,104576
5416,72846
5417,59837
5418,46708
5419,239366
5420,55365
5421,53018
5422,43070
5423,56196
5424,56826
5425,55396
5426,57948
5427,68219
5428,68398
5429,54245
5430,49995
5431,66732
5432,63999
5433,65416
5434,66604
5435,66071
5436,74043
5437,65234
5438,65377
5439,86998
5440,66958
5441,60376
5442,65377
5443,73381
5444,61909
5445,61736
5446,61944
5447,71105
5448,47019
5449,53800
5450,52834
5451,52834
5452,73835
5453,40911
5454,40851
5455,51932
5456,51868
5457,51864
5458,49364
5459,70238
5460,70238
5461,57078
5462,47585
5463,48951
5464,44278
5465,103481
5466,67102
5467,67300
5468,66812
5469,96974
5470,57032
5471,54119
5472,82205
5473,82268
5474,81167
5475,63452
5476,39858
5477,61755
5478,108636
5479,90132
5480,108159
5481,94524
5482,65655
5483,83234
5484,97491
5485,82936
5486,65080
5487,66540
5488,63347
5489,83244
5490,224748
5491,360552
5492,223683
5493,229482
5494,345629
5495,580680
5496,602483
5497,210939
5498,206858
5499,212288
5500,555839
5501,210965
5502,150676
5503,185828
5504,122003
5505,179490
5506,164476
5507,161750
5508,245540
5509,145357
5510,233299
5511,195147
5512,200834
5513,195147
5514,161219
5515,287962
5516,200928
5517,142330
5518,106437
5519,73551
5520,193498
5521,149260
5522,152359
5523,188358
5524,375213
5525,364222
5526,212064
5527,30967
5528,30988
5529,336202
5530,131844
5531,165795
5532,153313
5533,195898
5534,195836
5535,308883
5536,150911
5537,244107
5538,165018
5539,139280
5540,154097
5541,150771
5542,122375
5543,183414
5544,184050
5545,151753
5546,154239
5547,260692
5548,258861
5549,305256
5550,124761
5551,259713
5552,385865
5553,131688
5554,370829
5555,150664
5556,304633
5557,24766
5558,281306
5559,232361
5560,215523
5561,139856
5562,123139
5563,140622
5564,152516
5565,111774
5566,206938
5567,239895
5568,179465
5569,299676
5570,246462
5571,250853
5572,372509
5573,258109
5574,217202
5575,217553
5576,165993
5577,313831
5578,304984
5579,369765
5580,369765
5581,220611
5582,368569
5583,307997
5584,196712
5585,139039
5586,54380
5587,54572
5588,179182
5589,184189
5590,87019
5591,33474
5592,34196
5593,242934
5594,217459
5595,37974
5596,57639
5597,256784
5598,259073
5599,282165
5600,205611
5601,335507
5602,333666
5603,157909
5604,109361
5605,112668
5606,108309
5607,159782
5608,184909
5609,110988
5610,110320
5611,196215
5612,218709
5613,258050
5614,215356
5615,178433
5616,193914
5617,181682
5618,196133
5619,262960
5620,181267
5621,195453
5622,218513
5623,183291
5624,178433
5625,196089
5626,177425
5627,183510
5628,183073
5629,267599
5630,212327
5631,180403
5632,219083
5633,180403
5634,165013
5635,169311
5636,160682
5637,175364
5638,175588
5639,176986
5640,169311
5641,32655
5642,293023
5643,390941
5644,152043
5645,132446
5646,136995
5647,114365
5648,116076
5649,170077
5650,168637
5651,163425
5652,161693
5653,168250
5654,121352
5655,130729
5656,135097
5657,129391
5658,118237
5659,172485
5660,311611
5661,381858
5662,296266
5663,310751
5664,275752
5665,308011
5666,393324
5667,207963
5668,195030
5669,175717
5670,209144
5671,88005
5672,138074
5673,138853
5674,96622
5675,127310
5676,107127
5677,134868
5678,140412
5679,110106
5680,103797
5681,134533
5682,109952
5683,141251
5684,137438
5685,113862
5686,129750
5687,112915
5688,116347
5689,116347
5690,143466
5691,109367
5692,112915
5693,139940
5694,126900
5695,154021
5696,126797
5697,126940
5698,126292
5699,155733
5700,125803
5701,126940
5702,117532
5703,126940
5704,126292
5705,121741
5706,124890
5707,126940
5708,127027
5709,157423
5710,127057
5711,111983
5712,166784
5713,133663
5714,166784
5715,169026
5716,174310
5717,175797
5718,150183
5719,168747
5720,172358
5721,174436
5722,124975
5723,123754
5724,126643
5725,163413
5726,151816
5727,125653
5728,122482
5729,123754
5730,126643
5731,112733
5732,84893
5733,108395
5734,72153
5735,72288
5736,88623
5737,87643
5738,73127
5739,82016
5740,82016
5741,81513
5742,126109
5743,85366
5744,82344
5745,120387
5746,121900
5747,80642
5748,81591
5749,152007
5750,121752
5751,198197
5752,121604
5753,125636
5754,117541
5755,147146
5756,120168
5757,81643
5758,125636
5759,198197
5760,123727
5761,115489
5762,121933
5763,120168
5764,100422
5765,101509
5766,87074
5767,86882
5768,86590
5769,100469
5770,77148
5771,86997
5772,86526
5773,145106
5774,146064
5775,158462
5776,210365
5777,138022
5778,176779
5779,165904
5780,167059
5781,137238
5782,176612
5783,172929
5784,229185
5785,163404
5786,176845
5787,163173
5788,113205
5789,132479
5790,122922
5791,79783
5792,78670
5793,78890
5794,103350
5795,81982
5796,78096
5797,98728
5798,162677
5799,98208
5800,98717
5801,118323
5802,128197
5803,128932
5804,114487
5805,150980
5806,119172
5807,118094
5808,106844
5809,145888
5810,118233
5811,119201
5812,341512
5813,396392
5814,341512
5815,420327
5816,274980
5817,189520
5818,274306
5819,119407
5820,92171
5821,119053
5822,92594
5823,92171
5824,145361
5825,139484
5826,88373
5827,95947
5828,97617
5829,114936
5830,82849
5831,114515
5832,92982
5833,33274
5834,33274
5835,89225
5836,180447
5837,242559
5838,142037
5839,140148
5840,163953
5841,163110
5842,165590
5843,176094
5844,72775
5845,109079
5846,41654
5847,39450
5848,124020
5849,123941
5850,274316
5851,247186
5852,271769
5853,283270
5854,252862
5855,328960
5856,136495
5857,138024
5858,135222
5859,138881
5860,222336
5861,604299
5862,102189
5863,29541
5864,37617
5865,163054
5866,87199
5867,96832
5868,52295
5869,51844
5870,43808
5871,131713
5872,142094
5873,142791
5874,109235
5875,125820
5876,113469
5877,112361
5878,102662
5879,86202
5880,109170
5881,71539
5882,98394
5883,86202
5884,100614
5885,235529
5886,194967
5887,235078
5888,235293
5889,232086
5890,99242
5891,388581
5892,397549
5893,397549
5894,280852
5895,291123
5896,308176
5897,295361
5898,286879
5899,286879
5900,283533
5901,230993
5902,127398
5903,188695
5904,191648
5905,190400
5906,167588
5907,370844
5908,278054
5909,345684
5910,339461
5911,252890
5912,252890
5913,287997
5914,292467
5915,255208
5916,261887
5917,291248
5918,292793
5919,282868
5920,271251
5921,271773
5922,289199
5923,146336
5924,306323
5925,306323
5926,353511
5927,357304
5928,324275
5929,145781
5930,70545
5931,97329
5932,215469
5933,214836
5934,218503
5935,214101
5936,200611
5937,174972
5938,174972
5939,174972
5940,179306
5941,187831
5942,206592
5943,161796
5944,193276
5945,91537
5946,91797
5947,92119
5948,91520
5949,117039
5950,115431
5951,111342
5952,126447
5953,147173
5954,153219
5955,157302
5956,149232
5957,200013
5958,152039
5959,127459
5960,152039
5961,127830
5962,149232
5963,139574
5964,126917
5965,128521
5966,126846
5967,153203
5968,158677
5969,152767
5970,127459
5971,128139
5972,156172
5973,143736
5974,153219
5975,123928
5976,127459
5977,128486
5978,149232
5979,128486
5980,156172
5981,90065
5982,87245
5983,99243
5984,106279
5985,128522
5986,85243
5987,107034
5988,87078
5989,97178
5990,111822
5991,103148
5992,158185
5993,102531
5994,102281
5995,102281
5996,155153
5997,102961
5998,103144
5999,141811
6000,108487
6001,109931
6002,120000
6003,142729
6004,163318
6005,132349
6006,187324
6007,131975
6008,130685
6009,125293
6010,161572
6011,98245
6012,79041
6013,94605
6014,80244
6015,21428
6016,21420
6017,66622
6018,89989
6019,66811
6020,89979
6021,91197
6022,91697
6023,65935
6024,73610
6025,59843
6026,73623
6027,133514
6028,74823
6029,66408
6030,68252
6031,68337
6032,68447
6033,31990
6034,138261
6035,143832
6036,102862
6037,116022
6038,142204
6039,209057
6040,202547
6041,698343
6042,789696
6043,124875
6044,122107
6045,126733
6046,167709
6047,122141
6048,93254
6049,125242
6050,113511
6051,127180
6052,109507
6053,133376
6054,109959
6055,110982
6056,904049
6057,270202
6058,617888
6059,933106
6060,94170
6061,149816
6062,123551
6063,115987
6064,108201
6065,116558
6066,118716
6067,195082
6068,145331
6069,142938
6070,155252
6071,154208
6072,180216
6073,142454
6074,92181
6075,176751
6076,82322
6077,96597
6078,190851
6079,153425
6080,287603
6081,247889
6082,65714
6083,64714
6084,92628
6085,84010
6086,46531
6087,95710
6088,108647
6089,101917
6090,132245
6091,118439
6092,146827
6093,164766
6094,253994
6095,253994
6096,165785
6097,135411
6098,151198
6099,117408
6100,137093
6101,164766
6102,213891
6103,172939
6104,113810
6105,168118
6106,141671
6107,141671
6108,141394
6109,138210
6110,109550
6111,113564
6112,166833
6113,161932
6114,142024
6115,142024
6116,139808
6117,144874
6118,129619
6119,167983
6120,228001
6121,143750
6122,137818
6123,138696
6124,132349
6125,139125
6126,139073
6127,142099
6128,180228
6129,149481
6130,186242
6131,154664
6132,155832
6133,157308
6134,170694
6135,125197
6136,69544
6137,124636
6138,79558
6139,79326
6140,95379
6141,77424
6142,73276
6143,79009
6144,95379
6145,79009
6146,104663
6147,107217
6148,131540
6149,127940
6150,96974
6151,96995
6152,107365
6153,96730
6154,107277
6155,107770
6156,107277
6157,71461
6158,93021
6159,78261
6160,90401
6161,90401
6162,68444
6163,116691
6164,96896
6165,93336
6166,97697
6167,93370
6168,150679
6169,97038
6170,106808
6171,92351
6172,90978
6173,93370
6174,74895
6175,105745
6176,74076
6177,14407
6178,95985
6179,97160
6180,97301
6181,95985
6182,92304
6183,101203
6184,95803
6185,106770
6186,89812
6187,88770
6188,88770
6189,101907
6190,106279
6191,105674
6192,105674
6193,143032
6194,143561
6195,146716
6196,145050
6197,143224
6198,142524
6199,142778
6200,140712
6201,146375
6202,111539
6203,85897
6204,108442
6205,79193
6206,85897
6207,123246
6208,111938
6209,112274
6210,86231
6211,88080
6212,109952
6213,88645
6214,99069
6215,99069
6216,110244
6217,132222
6218,99035
6219,95576
6220,109717
6221,116821
6222,118074
6223,120512
6224,109177
6225,119210
6226,119210
6227,99696
6228,97212
6229,96636
6230,99143
6231,118260
6232,99143
6233,94951
6234,101579
6235,95903
6236,93724
6237,140222
6238,137666
6239,137666
6240,98868
6241,95343
6242,90631
6243,85950
6244,95029
6245,136095
6246,94523
6247,92606
6248,118997
6249,119506
6250,93100
6251,134346
6252,95730
6253,94210
6254,104404
6255,118486
6256,94210
6257,96162
6258,76879
6259,59471
6260,110453
6261,65935
6262,70480
6263,71042
6264,79130
6265,93363
6266,79623
6267,76378
6268,93095
6269,64684
6270,78264
6271,64150
6272,76980
6273,88248
6274,65985
6275,89871
6276,71683
6277,90040
6278,89912
6279,71167
6280,96540
6281,68045
6282,71610
6283,70156
6284,89461
6285,71164
6286,69839
6287,93859
6288,93658
6289,94804
6290,79269
6291,100932
6292,100932
6293,79371
6294,100909
6295,100576
6296,100838
6297,79545
6298,101241
6299,90942
6300,99311
6301,98634
6302,126906
6303,127012
6304,99404
6305,80284
6306,126030
6307,80032
6308,100376
6309,145655
6310,96756
6311,98848
6312,125435
6313,99159
6314,126774
6315,98049
6316,95805
6317,97650
6318,95856
6319,95856
6320,133173
6321,131889
6322,97249
6323,96817
6324,96961
6325,96600
6326,98116
6327,127968
6328,94602
6329,65650
6330,67005
6331,62897
6332,73659
6333,92875
6334,86296
6335,87403
6336,106414
6337,88001
6338,95056
6339,106289
6340,71136
6341,70585
6342,106810
6343,71591
6344,94919
6345,106272
6346,71136
6347,106252
6348,94698
6349,87182
6350,105103
6351,80217
6352,81537
6353,82025
6354,79999
6355,78656
6356,56639
6357,56444
6358,65776
6359,80514
6360,56639
6361,80427
6362,78766
6363,68773
6364,54784
6365,56173
6366,56630
6367,56424
6368,68913
6369,54548
6370,56754
6371,68894
6372,68690
6373,55473
6374,68913
6375,56212
6376,68690
6377,81481
6378,56212
6379,74627
6380,82969
6381,82100
6382,83012
6383,42988
6384,54128
6385,65304
6386,69034
6387,57673
6388,33734
6389,63231
6390,62317
6391,51814
6392,63215
6393,61672
6394,53103
6395,49556
6396,49248
6397,74353
6398,49472
6399,58377
6400,49365
6401,49365
6402,49186
6403,73774
6404,48964
6405,73145
6406,60300
6407,49365
6408,73358
6409,49793
6410,61418
6411,49472
6412,74840
6413,75951
6414,76176
6415,77052
6416,76033
6417,69724
6418,65179
6419,70206
6420,65542
6421,82770
6422,80932
6423,82321
6424,58005
6425,66213
6426,65684
6427,66416
6428,66416
6429,66416
6430,66416
6431,128488
6432,161930
6433,74623
6434,72583
6435,86532
6436,77180
6437,76656
6438,65358
6439,65794
6440,65796
6441,76950
6442,65457
6443,87035
6444,75807
6445,76957
6446,65320
6447,66071
6448,76031
6449,85454
6450,76870
6451,76861
6452,73694
6453,74277
6454,85868
6455,88050
6456,85868
6457,88050
6458,85868
6459,87759
6460,73821
6461,82593
6462,74189
6463,87420
6464,88050
6465,87890
6466,102597
6467,88164
6468,103821
6469,102445
6470,128816
6471,102445
6472,103328
6473,24588
6474,19725
6475,191390
6476,188794
6477,183181
6478,196699
6479,222990
6480,229415
6481,190926
6482,188794
6483,166555
6484,191997
6485,195041
6486,185466
6487,140494
6488,192889
6489,183181
6490,163496
6491,195623
6492,247709
6493,191060
6494,161893
6495,249484
6496,191797
6497,190926
6498,196305
6499,201003
6500,197859
6501,193813
6502,192966
6503,247945
6504,185435
6505,191260
6506,189936
6507,192210
6508,198116
6509,162942
6510,194346
6511,110535
6512,110303
6513,191222
6514,165315
6515,196146
6516,243436
6517,183181
6518,192173
6519,166568
6520,138751
6521,194979
6522,177317
6523,196313
6524,199445
6525,195188
6526,200411
6527,244376
6528,198116
6529,166568
6530,194590
6531,192210
6532,141870
6533,108664
6534,185435
6535,165551
6536,111677
6537,138268
6538,196305
6539,245205
6540,57366
6541,57637
6542,57430
6543,72139
6544,57635
6545,72153
6546,54065
6547,72139
6548,72225
6549,72441
6550,79955
6551,72441
6552,71299
6553,68137
6554,71299
6555,71763
6556,60497
6557,59905
6558,60632
6559,84550
6560,84550
6561,85550
6562,60497
6563,85550
6564,75833
6565,75833
6566,91789
6567,93172
6568,109449
6569,109449
6570,114711
6571,84693
6572,60507
6573,81205
6574,104550
6575,102980
6576,88481
6577,101307
6578,104267
6579,87075
6580,85101
6581,104265
6582,104265
6583,96474
6584,79840
6585,55422
6586,62613
6587,62795
6588,62176
6589,54198
6590,63230
6591,62922
6592,58501
6593,43545
6594,62018
6595,62591
6596,73557
6597,62777
6598,64157
6599,67319
6600,66154
6601,79139
6602,54044
6603,95081
6604,93047
6605,85982
6606,96914
6607,57692
6608,59185
6609,59185
6610,75266
6611,75563
6612,75950
6613,53688
6614,72010
6615,58937
6616,58504
6617,73043
6618,78343
6619,78343
6620,80426
6621,68514
6622,73043
6623,81635
6624,81757
6625,73596
6626,58851
6627,81520
6628,85842
6629,107307
6630,91276
6631,59142
6632,59475
6633,59475
6634,56456
6635,23917
6636,82204
6637,68691
6638,66166
6639,78130
6640,68651
6641,78130
6642,76201
6643,88790
6644,59986
6645,76476
6646,57233
6647,70490
6648,74327
6649,62295
6650,92903
6651,74327
6652,61946
6653,76760
6654,82854
6655,62280
6656,62286
6657,62221
6658,54087
6659,54087
6660,53888
6661,53556
6662,53727
6663,53556
6664,53176
6665,53556
6666,53568
6667,88554
6668,53176
6669,73667
6670,73632
6671,53787
6672,53539
6673,53268
6674,85592
6675,50871
6676,53727
6677,85866
6678,53617
6679,73812
6680,48749
6681,49518
6682,21116
6683,88156
6684,67607
6685,85434
6686,73838
6687,88494
6688,100819
6689,61327
6690,61327
6691,83619
6692,83757
6693,44040
6694,57984
6695,44830
6696,54170
6697,76290
6698,64472
6699,65504
6700,56248
6701,65433
6702,97557
6703,65133
6704,63461
6705,56758
6706,56311
6707,65792
6708,95819
6709,65398
6710,75944
6711,80748
6712,77616
6713,94354
6714,97827
6715,80905
6716,77351
6717,97032
6718,79325
6719,80542
6720,79325
6721,43220
6722,70571
6723,69693
6724,67720
6725,49122
6726,49296
6727,48647
6728,73191
6729,77065
6730,53107
6731,84806
6732,35929
6733,80971
6734,98238
6735,98238
6736,78925
6737,90472
6738,81916
6739,80625
6740,83768
6741,80971
6742,98094
6743,98872
6744,98487
6745,97213
6746,78141
6747,83703
6748,98487
6749,81444
6750,97457
6751,98487
6752,78878
6753,92846
6754,77207
6755,86868
6756,93377
6757,93103
6758,92134
6759,93034
6760,91206
6761,72649
6762,92054
6763,11761
6764,11104
6765,11104
6766,11104
6767,11239
6768,39931
6769,64282
6770,58356
6771,64310
6772,57179
6773,57349
6774,45110
6775,49974
6776,57127
6777,57293
6778,57446
6779,75258
6780,70909
6781,52111
6782,46453
6783,52065
6784,50124
6785,78158
6786,39999
6787,38353
6788,48913
6789,54587
6790,46593
6791,67582
6792,67034
6793,67600
6794,80439
6795,76479
6796,67276
6797,60006
6798,59966
6799,60006
6800,58069
6801,65674
6802,61917
6803,88588
6804,74968
6805,69440
6806,89069
6807,87878
6808,87364
6809,87364
6810,67352
6811,95043
6812,67928
6813,68377
6814,67470
6815,38638
6816,70241
6817,66611
6818,68015
6819,70185
6820,81462
6821,71094
6822,85481
6823,72049
6824,55006
6825,69497
6826,69183
6827,83460
6828,69873
6829,70131
6830,69338
6831,86580
6832,86576
6833,85349
6834,83769
6835,83769
6836,82460
6837,69480
6838,83460
6839,11566
6840,9962
6841,10295
6842,10958
6843,63889
6844,64688
6845,64637
6846,50765
6847,73314
6848,90504
6849,94350
6850,127172
6851,131259
6852,105657
6853,110212
6854,95305
6855,109675
6856,109550
6857,107930
6858,131968
6859,129587
6860,109675
6861,109177
6862,109920
6863,131182
6864,132358
6865,128343
6866,130674
6867,131327
6868,108223
6869,108415
6870,113229
6871,86287
6872,67666
6873,106748
6874,160129
6875,159695
6876,107860
6877,16629
6878,116205
6879,125379
6880,148926
6881,122448
6882,148735
6883,175767
6884,148875
6885,98995
6886,108656
6887,150503
6888,99136
6889,134097
6890,85110
6891,85110
6892,82979
6893,79250
6894,85192
6895,79250
6896,76904
6897,157698
6898,101436
6899,158471
6900,105755
6901,108065
6902,125373
6903,109326
6904,107437
6905,123786
6906,122436
6907,127280
6908,125891
6909,125824
6910,160951
6911,128378
6912,127223
6913,121363
6914,125149
6915,123977
6916,106674
6917,124224
6918,104043
6919,124224
6920,105204
6921,125329
6922,88733
6923,59277
6924,62507
6925,110654
6926,119283
6927,114019
6928,120598
6929,119204
6930,140691
6931,218012
6932,132046
6933,164174
6934,122882
6935,130311
6936,156212
6937,65418
6938,47750
6939,63772
6940,52361
6941,61036
6942,47015
6943,63772
6944,62634
6945,61036
6946,64258
6947,47363
6948,63772
6949,64286
6950,70893
6951,55960
6952,64937
6953,47527
6954,47015
6955,71372
6956,71593
6957,71593
6958,64151
6959,70702
6960,64286
6961,207868
6962,194259
6963,248905
6964,168792
6965,203971
6966,165910
6967,248507
6968,166496
6969,247089
6970,191444
6971,209569
6972,332551
6973,163298
6974,165581
6975,166131
6976,207868
6977,105921
6978,118584
6979,104482
6980,136040
6981,122432
6982,146656
6983,137493
6984,145781
6985,122141
6986,134512
6987,137920
6988,152133
6989,156908
6990,192021
6991,119935
6992,167166
6993,223267
6994,224781
6995,257745
6996,110363
6997,81170
6998,93888
6999,109788
7000,68046
7001,113075
7002,73310
7003,82062
7004,112991
7005,73646
7006,82376
7007,112671
7008,95719
7009,109706
7010,109826
7011,109340
7012,131401
7013,278686
7014,218730
7015,223617
7016,213279
7017,182358
7018,212287
7019,212428
7020,217158
7021,181555
7022,177496
7023,222884
7024,175734
7025,218730
7026,211687
7027,177964
7028,223045
7029,182354
7030,208929
7031,220889
7032,207660
7033,174703
7034,177790
7035,180627
7036,219703
7037,217258
7038,174635
7039,177496
7040,180049
7041,213279
7042,218425
7043,170983
7044,214007
7045,336154
7046,213517
7047,220120
7048,177496
7049,219475
7050,220614
7051,218711
7052,203317
7053,184227
7054,90098
7055,90098
7056,91466
7057,90550
7058,101165
7059,105163
7060,97983
7061,104164
7062,117094
7063,134135
7064,102064
7065,113867
7066,115145
7067,114120
7068,117269
7069,116508
7070,115145
7071,110676
7072,115060
7073,122700
7074,121873
7075,120111
7076,123024
7077,122640
7078,122640
7079,117210
7080,121011
7081,107715
7082,106591
7083,107091
7084,107509
7085,180110
7086,191181
7087,149723
7088,180110
7089,185104
7090,91873
7091,164810
7092,165487
7093,157012
7094,156508
7095,120942
7096,89134
7097,100758
7098,70110
7099,133499
7100,220437
7101,221396
7102,215351
7103,138682
7104,74167
7105,140751
7106,142234
7107,141021
7108,130469
7109,135337
7110,186925
7111,137794
7112,137414
7113,138969
7114,143538
7115,37293
7116,31672
7117,30258
7118,32194
7119,28533
7120,113049
7121,153648
7122,56867
7123,79811
7124,185638
7125,187486
7126,184730
7127,275997
7128,190140
7129,260321
7130,258004
7131,183512
7132,258004
7133,189914
7134,216644
7135,181434
7136,187486
7137,185833
7138,260321
7139,185492
7140,185953
7141,214247
7142,276365
7143,187056
7144,215670
7145,31582
7146,119509
7147,119312
7148,137413
7149,28293
7150,27272
7151,65969
7152,29361
7153,29361
7154,27127
7155,51460
7156,180281
7157,150663
7158,203471
7159,198338
7160,202449
7161,98698
7162,114040
